,index,stimulus_type,stimulus_emotion,rated_emotion,rating
11602,2,E,surprise,sadness,4
11603,3,E,surprise,sadness,1
11604,4,E,surprise,sadness,2
11605,5,E,surprise,sadness,4
11606,6,E,surprise,sadness,1
11607,7,E,surprise,sadness,2
11608,8,E,surprise,sadness,1
11609,9,E,surprise,sadness,1
11610,10,E,surprise,sadness,2
11611,11,E,surprise,sadness,2
11612,12,E,surprise,sadness,2
11613,13,E,surprise,sadness,2
11614,14,E,surprise,sadness,2
11615,15,E,surprise,sadness,2
11616,16,E,surprise,sadness,1
11617,17,E,surprise,sadness,1
11618,18,E,surprise,sadness,3
11619,19,E,surprise,sadness,5
11620,20,E,surprise,sadness,2
11621,21,E,surprise,sadness,1
11622,22,E,surprise,sadness,1
11623,23,E,surprise,sadness,1
11624,24,E,surprise,sadness,1
11625,25,E,surprise,sadness,1
11626,26,E,surprise,sadness,2
11627,27,E,surprise,sadness,3
11628,28,E,surprise,sadness,2
11629,29,E,surprise,sadness,1
11630,30,E,surprise,sadness,2
11631,31,E,surprise,sadness,4
11632,32,E,surprise,sadness,2
11633,33,E,surprise,sadness,2
11634,34,E,surprise,sadness,2
11635,35,E,surprise,sadness,1
11636,36,E,surprise,sadness,3
11637,37,E,surprise,sadness,1
11638,38,E,surprise,sadness,1
11639,39,E,surprise,sadness,1
11640,0,E,surprise,surprise,6
11641,1,E,surprise,surprise,6
11642,2,E,surprise,surprise,5
11643,3,E,surprise,surprise,4
11644,4,E,surprise,surprise,6
11645,5,E,surprise,surprise,7
11646,6,E,surprise,surprise,3
11647,7,E,surprise,surprise,7
11648,8,E,surprise,surprise,7
11649,9,E,surprise,surprise,7
11650,10,E,surprise,surprise,7
11651,11,E,surprise,surprise,5
11652,12,E,surprise,surprise,5
11653,13,E,surprise,surprise,6
11654,14,E,surprise,surprise,6
11655,15,E,surprise,surprise,3
11656,16,E,surprise,surprise,5
11657,17,E,surprise,surprise,4
11658,18,E,surprise,surprise,6
11659,19,E,surprise,surprise,6
11660,20,E,surprise,surprise,5
11661,21,E,surprise,surprise,3
11662,22,E,surprise,surprise,7
11663,23,E,surprise,surprise,4
11664,24,E,surprise,surprise,5
11665,25,E,surprise,surprise,7
11666,26,E,surprise,surprise,7
11667,27,E,surprise,surprise,7
11668,28,E,surprise,surprise,5
11669,29,E,surprise,surprise,5
11670,30,E,surprise,surprise,6
11671,31,E,surprise,surprise,6
11672,32,E,surprise,surprise,5
11673,33,E,surprise,surprise,5
11674,34,E,surprise,surprise,5
11675,35,E,surprise,surprise,5
11676,36,E,surprise,surprise,3
11677,37,E,surprise,surprise,4
11678,38,E,surprise,surprise,5
11679,39,E,surprise,surprise,6
11680,0,E,surprise,disgust,3
11681,1,E,surprise,disgust,2
11682,2,E,surprise,disgust,3
11683,3,E,surprise,disgust,1
11684,4,E,surprise,disgust,1
11685,5,E,surprise,disgust,5
11686,6,E,surprise,disgust,5
11687,7,E,surprise,disgust,3
11688,8,E,surprise,disgust,2
11689,9,E,surprise,disgust,2
11690,10,E,surprise,disgust,2
11691,11,E,surprise,disgust,1
11692,12,E,surprise,disgust,3
11693,13,E,surprise,disgust,1
11694,14,E,surprise,disgust,2
11695,15,E,surprise,disgust,2
11696,16,E,surprise,disgust,1
11697,17,E,surprise,disgust,1
11698,18,E,surprise,disgust,5
11699,19,E,surprise,disgust,1
11700,20,E,surprise,disgust,1
11701,21,E,surprise,disgust,2
11702,22,E,surprise,disgust,1
11703,23,E,surprise,disgust,1
11704,24,E,surprise,disgust,1
11705,25,E,surprise,disgust,2
11706,26,E,surprise,disgust,6
11707,27,E,surprise,disgust,3
11708,28,E,surprise,disgust,2
11709,29,E,surprise,disgust,1
11710,30,E,surprise,disgust,2
11711,31,E,surprise,disgust,3
11712,32,E,surprise,disgust,3
11713,33,E,surprise,disgust,2
11714,34,E,surprise,disgust,2
11715,35,E,surprise,disgust,1
11716,36,E,surprise,disgust,3
11717,37,E,surprise,disgust,1
11718,38,E,surprise,disgust,1
11719,39,E,surprise,disgust,1
11720,0,E,surprise,neutral,5
11721,1,E,surprise,neutral,6
11722,2,E,surprise,neutral,3
11723,3,E,surprise,neutral,1
11724,4,E,surprise,neutral,3
11725,5,E,surprise,neutral,1
11726,6,E,surprise,neutral,1
11727,7,E,surprise,neutral,1
11728,8,E,surprise,neutral,5
11729,9,E,surprise,neutral,1
11730,10,E,surprise,neutral,1
11731,11,E,surprise,neutral,2
11732,12,E,surprise,neutral,6
11733,13,E,surprise,neutral,2
11734,14,E,surprise,neutral,1
11735,15,E,surprise,neutral,4
11736,16,E,surprise,neutral,1
11737,17,E,surprise,neutral,1
11738,18,E,surprise,neutral,1
11739,19,E,surprise,neutral,5
11740,20,E,surprise,neutral,1
11741,21,E,surprise,neutral,3
11742,22,E,surprise,neutral,1
11743,23,E,surprise,neutral,3
11744,24,E,surprise,neutral,1
11745,25,E,surprise,neutral,1
11746,26,E,surprise,neutral,1
11747,27,E,surprise,neutral,2
11748,28,E,surprise,neutral,4
11749,29,E,surprise,neutral,1
11750,30,E,surprise,neutral,1
11751,31,E,surprise,neutral,1
11752,32,E,surprise,neutral,4
11753,33,E,surprise,neutral,4
11754,34,E,surprise,neutral,1
11755,35,E,surprise,neutral,1
11756,36,E,surprise,neutral,2
11757,37,E,surprise,neutral,1
11758,38,E,surprise,neutral,1
11759,39,E,surprise,neutral,1
11760,0,Prototype,neutral,anger,4
11761,1,Prototype,neutral,anger,2
11762,2,Prototype,neutral,anger,1
11763,3,Prototype,neutral,anger,2
11764,4,Prototype,neutral,anger,1
11765,5,Prototype,neutral,anger,1
11766,6,Prototype,neutral,anger,3
11767,7,Prototype,neutral,anger,2
11768,8,Prototype,neutral,anger,1
11769,9,Prototype,neutral,anger,1
11770,10,Prototype,neutral,anger,1
11771,11,Prototype,neutral,anger,1
11772,12,Prototype,neutral,anger,4
11773,13,Prototype,neutral,anger,1
11774,14,Prototype,neutral,anger,2
11775,15,Prototype,neutral,anger,1
11776,16,Prototype,neutral,anger,1
11777,17,Prototype,neutral,anger,1
11778,18,Prototype,neutral,anger,2
11779,19,Prototype,neutral,anger,1
11780,20,Prototype,neutral,anger,1
11781,21,Prototype,neutral,anger,2
11782,22,Prototype,neutral,anger,1
11783,23,Prototype,neutral,anger,2
11784,24,Prototype,neutral,anger,1
11785,25,Prototype,neutral,anger,1
11786,26,Prototype,neutral,anger,1
11787,27,Prototype,neutral,anger,1
11788,28,Prototype,neutral,anger,1
11789,29,Prototype,neutral,anger,1
11790,30,Prototype,neutral,anger,3
11791,31,Prototype,neutral,anger,3
11792,32,Prototype,neutral,anger,4
11793,33,Prototype,neutral,anger,3
11794,34,Prototype,neutral,anger,1
11795,35,Prototype,neutral,anger,1
11796,36,Prototype,neutral,anger,2
11797,37,Prototype,neutral,anger,1
11798,38,Prototype,neutral,anger,1
11799,39,Prototype,neutral,anger,1
11800,0,Prototype,neutral,fear,4
11801,1,Prototype,neutral,fear,1
11802,2,Prototype,neutral,fear,3
11803,3,Prototype,neutral,fear,1
11804,4,Prototype,neutral,fear,1
11805,5,Prototype,neutral,fear,1
11806,6,Prototype,neutral,fear,1
11807,7,Prototype,neutral,fear,2
11808,8,Prototype,neutral,fear,2
11809,9,Prototype,neutral,fear,1
11810,10,Prototype,neutral,fear,1
11811,11,Prototype,neutral,fear,2
11812,12,Prototype,neutral,fear,1
11813,13,Prototype,neutral,fear,1
11814,14,Prototype,neutral,fear,1
11815,15,Prototype,neutral,fear,1
11816,16,Prototype,neutral,fear,1
11817,17,Prototype,neutral,fear,1
11818,18,Prototype,neutral,fear,2
11819,19,Prototype,neutral,fear,1
11820,20,Prototype,neutral,fear,1
11821,21,Prototype,neutral,fear,1
11822,22,Prototype,neutral,fear,1
11823,23,Prototype,neutral,fear,1
11824,24,Prototype,neutral,fear,1
11825,25,Prototype,neutral,fear,1
11826,26,Prototype,neutral,fear,1
11827,27,Prototype,neutral,fear,1
11828,28,Prototype,neutral,fear,1
11829,29,Prototype,neutral,fear,1
11830,30,Prototype,neutral,fear,1
11831,31,Prototype,neutral,fear,4
11832,32,Prototype,neutral,fear,3
11833,33,Prototype,neutral,fear,3
11834,34,Prototype,neutral,fear,1
11835,35,Prototype,neutral,fear,1
11836,36,Prototype,neutral,fear,2
11837,37,Prototype,neutral,fear,1
11838,38,Prototype,neutral,fear,1
11839,39,Prototype,neutral,fear,1
11840,0,Prototype,neutral,happiness,3
11841,1,Prototype,neutral,happiness,1
11842,2,Prototype,neutral,happiness,1
11843,3,Prototype,neutral,happiness,3
11844,4,Prototype,neutral,happiness,5
11845,5,Prototype,neutral,happiness,1
11846,6,Prototype,neutral,happiness,1
11847,7,Prototype,neutral,happiness,3
11848,8,Prototype,neutral,happiness,4
11849,9,Prototype,neutral,happiness,2
11850,10,Prototype,neutral,happiness,1
11851,11,Prototype,neutral,happiness,1
11852,12,Prototype,neutral,happiness,3
11853,13,Prototype,neutral,happiness,1
11854,14,Prototype,neutral,happiness,1
11855,15,Prototype,neutral,happiness,1
11856,16,Prototype,neutral,happiness,4
11857,17,Prototype,neutral,happiness,1
11858,18,Prototype,neutral,happiness,1
11859,19,Prototype,neutral,happiness,1
11860,20,Prototype,neutral,happiness,1
11861,21,Prototype,neutral,happiness,1
11862,22,Prototype,neutral,happiness,1
11863,23,Prototype,neutral,happiness,1
11864,24,Prototype,neutral,happiness,1
11865,25,Prototype,neutral,happiness,1
11866,26,Prototype,neutral,happiness,1
11867,27,Prototype,neutral,happiness,1
11868,28,Prototype,neutral,happiness,2
11869,29,Prototype,neutral,happiness,3
11870,30,Prototype,neutral,happiness,2
11871,31,Prototype,neutral,happiness,2
11872,32,Prototype,neutral,happiness,2
11873,33,Prototype,neutral,happiness,3
11874,34,Prototype,neutral,happiness,1
11875,35,Prototype,neutral,happiness,1
11876,36,Prototype,neutral,happiness,4
11877,37,Prototype,neutral,happiness,2
11878,38,Prototype,neutral,happiness,1
11879,39,Prototype,neutral,happiness,2
11880,0,Prototype,neutral,sadness,4
11881,1,Prototype,neutral,sadness,1
11882,2,Prototype,neutral,sadness,4
11883,3,Prototype,neutral,sadness,2
11884,4,Prototype,neutral,sadness,1
11885,5,Prototype,neutral,sadness,1
11886,6,Prototype,neutral,sadness,2
11887,7,Prototype,neutral,sadness,4
11888,8,Prototype,neutral,sadness,2
11889,9,Prototype,neutral,sadness,1
11890,10,Prototype,neutral,sadness,1
11891,11,Prototype,neutral,sadness,3
11892,12,Prototype,neutral,sadness,5
11893,13,Prototype,neutral,sadness,3
11894,14,Prototype,neutral,sadness,1
11895,15,Prototype,neutral,sadness,2
11896,16,Prototype,neutral,sadness,1
11897,17,Prototype,neutral,sadness,1
11898,18,Prototype,neutral,sadness,2
11899,19,Prototype,neutral,sadness,2
11900,20,Prototype,neutral,sadness,1
11901,21,Prototype,neutral,sadness,1
11902,22,Prototype,neutral,sadness,4
11903,23,Prototype,neutral,sadness,3
11904,24,Prototype,neutral,sadness,1
11905,25,Prototype,neutral,sadness,2
11906,26,Prototype,neutral,sadness,3
11907,27,Prototype,neutral,sadness,2
11908,28,Prototype,neutral,sadness,1
11909,29,Prototype,neutral,sadness,1
11910,30,Prototype,neutral,sadness,4
11911,31,Prototype,neutral,sadness,3
11912,32,Prototype,neutral,sadness,2
11913,33,Prototype,neutral,sadness,4
11914,34,Prototype,neutral,sadness,4
11915,35,Prototype,neutral,sadness,1
11916,36,Prototype,neutral,sadness,2
11917,37,Prototype,neutral,sadness,2
11918,38,Prototype,neutral,sadness,2
11919,39,Prototype,neutral,sadness,1
11920,0,Prototype,neutral,surprise,4
11921,1,Prototype,neutral,surprise,1
11922,2,Prototype,neutral,surprise,5
11923,3,Prototype,neutral,surprise,1
11924,4,Prototype,neutral,surprise,1
11925,5,Prototype,neutral,surprise,1
11926,6,Prototype,neutral,surprise,1
11927,7,Prototype,neutral,surprise,2
11928,8,Prototype,neutral,surprise,2
11929,9,Prototype,neutral,surprise,1
11930,10,Prototype,neutral,surprise,1
11931,11,Prototype,neutral,surprise,1
11932,12,Prototype,neutral,surprise,1
11933,13,Prototype,neutral,surprise,2
11934,14,Prototype,neutral,surprise,1
11935,15,Prototype,neutral,surprise,1
11936,16,Prototype,neutral,surprise,1
11937,17,Prototype,neutral,surprise,1
11938,18,Prototype,neutral,surprise,1
11939,19,Prototype,neutral,surprise,1
11940,20,Prototype,neutral,surprise,1
11941,21,Prototype,neutral,surprise,1
11942,22,Prototype,neutral,surprise,1
11943,23,Prototype,neutral,surprise,1
11944,24,Prototype,neutral,surprise,1
11945,25,Prototype,neutral,surprise,1
11946,26,Prototype,neutral,surprise,1
11947,27,Prototype,neutral,surprise,1
11948,28,Prototype,neutral,surprise,1
11949,29,Prototype,neutral,surprise,1
11950,30,Prototype,neutral,surprise,2
11951,31,Prototype,neutral,surprise,2
11952,32,Prototype,neutral,surprise,2
11953,33,Prototype,neutral,surprise,2
11954,34,Prototype,neutral,surprise,1
11955,35,Prototype,neutral,surprise,1
11956,36,Prototype,neutral,surprise,1
11957,37,Prototype,neutral,surprise,1
11958,38,Prototype,neutral,surprise,1
11959,39,Prototype,neutral,surprise,1
11960,0,Prototype,neutral,disgust,5
11961,1,Prototype,neutral,disgust,2
11962,2,Prototype,neutral,disgust,3
11963,3,Prototype,neutral,disgust,1
11964,4,Prototype,neutral,disgust,1
11965,5,Prototype,neutral,disgust,1
11966,6,Prototype,neutral,disgust,2
11967,7,Prototype,neutral,disgust,3
11968,8,Prototype,neutral,disgust,3
11969,9,Prototype,neutral,disgust,1
11970,10,Prototype,neutral,disgust,1
11971,11,Prototype,neutral,disgust,1
11972,12,Prototype,neutral,disgust,3
11973,13,Prototype,neutral,disgust,1
11974,14,Prototype,neutral,disgust,3
11975,15,Prototype,neutral,disgust,2
11976,16,Prototype,neutral,disgust,1
11977,17,Prototype,neutral,disgust,3
11978,18,Prototype,neutral,disgust,2
11979,19,Prototype,neutral,disgust,3
11980,20,Prototype,neutral,disgust,1
11981,21,Prototype,neutral,disgust,4
11982,22,Prototype,neutral,disgust,4
11983,23,Prototype,neutral,disgust,2
11984,24,Prototype,neutral,disgust,1
11985,25,Prototype,neutral,disgust,1
11986,26,Prototype,neutral,disgust,3
11987,27,Prototype,neutral,disgust,1
11988,28,Prototype,neutral,disgust,1
11989,29,Prototype,neutral,disgust,1
11990,30,Prototype,neutral,disgust,2
11991,31,Prototype,neutral,disgust,4
11992,32,Prototype,neutral,disgust,3
11993,33,Prototype,neutral,disgust,3
11994,34,Prototype,neutral,disgust,1
11995,35,Prototype,neutral,disgust,1
11996,36,Prototype,neutral,disgust,2
11997,37,Prototype,neutral,disgust,1
11998,38,Prototype,neutral,disgust,2
11999,39,Prototype,neutral,disgust,1
12000,0,Prototype,neutral,neutral,5
12001,1,Prototype,neutral,neutral,1
12002,2,Prototype,neutral,neutral,6
12003,3,Prototype,neutral,neutral,1
12004,4,Prototype,neutral,neutral,4
12005,5,Prototype,neutral,neutral,7
12006,6,Prototype,neutral,neutral,1
12007,7,Prototype,neutral,neutral,7
12008,8,Prototype,neutral,neutral,4
12009,9,Prototype,neutral,neutral,6
12010,10,Prototype,neutral,neutral,7
12011,11,Prototype,neutral,neutral,6
12012,12,Prototype,neutral,neutral,6
12013,13,Prototype,neutral,neutral,6
12014,14,Prototype,neutral,neutral,6
12015,15,Prototype,neutral,neutral,5
12016,16,Prototype,neutral,neutral,7
12017,17,Prototype,neutral,neutral,5
12018,18,Prototype,neutral,neutral,6
12019,19,Prototype,neutral,neutral,2
12020,20,Prototype,neutral,neutral,7
12021,21,Prototype,neutral,neutral,2
12022,22,Prototype,neutral,neutral,4
12023,23,Prototype,neutral,neutral,5
12024,24,Prototype,neutral,neutral,6
12025,25,Prototype,neutral,neutral,6
12026,26,Prototype,neutral,neutral,7
12027,27,Prototype,neutral,neutral,7
12028,28,Prototype,neutral,neutral,2
12029,29,Prototype,neutral,neutral,1
12030,30,Prototype,neutral,neutral,4
12031,31,Prototype,neutral,neutral,6
12032,32,Prototype,neutral,neutral,2
12033,33,Prototype,neutral,neutral,6
12034,34,Prototype,neutral,neutral,1
12035,35,Prototype,neutral,neutral,7
12036,36,Prototype,neutral,neutral,6
12037,37,Prototype,neutral,neutral,5
12038,38,Prototype,neutral,neutral,1
12039,39,Prototype,neutral,neutral,5
12040,0,Prototype with opening mouth,neutral,anger,5
12041,1,Prototype with opening mouth,neutral,anger,1
12042,2,Prototype with opening mouth,neutral,anger,1
12043,3,Prototype with opening mouth,neutral,anger,1
12044,4,Prototype with opening mouth,neutral,anger,1
12045,5,Prototype with opening mouth,neutral,anger,3
12046,6,Prototype with opening mouth,neutral,anger,3
12047,7,Prototype with opening mouth,neutral,anger,2
12048,8,Prototype with opening mouth,neutral,anger,1
12049,9,Prototype with opening mouth,neutral,anger,1
12050,10,Prototype with opening mouth,neutral,anger,1
12051,11,Prototype with opening mouth,neutral,anger,2
12052,12,Prototype with opening mouth,neutral,anger,4
12053,13,Prototype with opening mouth,neutral,anger,2
12054,14,Prototype with opening mouth,neutral,anger,2
12055,15,Prototype with opening mouth,neutral,anger,1
12056,16,Prototype with opening mouth,neutral,anger,1
12057,17,Prototype with opening mouth,neutral,anger,1
12058,18,Prototype with opening mouth,neutral,anger,2
12059,19,Prototype with opening mouth,neutral,anger,1
12060,20,Prototype with opening mouth,neutral,anger,1
12061,21,Prototype with opening mouth,neutral,anger,3
12062,22,Prototype with opening mouth,neutral,anger,2
12063,23,Prototype with opening mouth,neutral,anger,3
12064,24,Prototype with opening mouth,neutral,anger,1
12065,25,Prototype with opening mouth,neutral,anger,1
12066,26,Prototype with opening mouth,neutral,anger,1
12067,27,Prototype with opening mouth,neutral,anger,1
12068,28,Prototype with opening mouth,neutral,anger,1
12069,29,Prototype with opening mouth,neutral,anger,1
12070,30,Prototype with opening mouth,neutral,anger,3
12071,31,Prototype with opening mouth,neutral,anger,2
12072,32,Prototype with opening mouth,neutral,anger,5
12073,33,Prototype with opening mouth,neutral,anger,2
12074,34,Prototype with opening mouth,neutral,anger,1
12075,35,Prototype with opening mouth,neutral,anger,1
12076,36,Prototype with opening mouth,neutral,anger,2
12077,37,Prototype with opening mouth,neutral,anger,1
12078,38,Prototype with opening mouth,neutral,anger,1
12079,39,Prototype with opening mouth,neutral,anger,1
12080,0,Prototype with opening mouth,neutral,fear,4
12081,1,Prototype with opening mouth,neutral,fear,1
12082,2,Prototype with opening mouth,neutral,fear,1
12083,3,Prototype with opening mouth,neutral,fear,1
12084,4,Prototype with opening mouth,neutral,fear,1
12085,5,Prototype with opening mouth,neutral,fear,2
12086,6,Prototype with opening mouth,neutral,fear,4
12087,7,Prototype with opening mouth,neutral,fear,2
12088,8,Prototype with opening mouth,neutral,fear,1
12089,9,Prototype with opening mouth,neutral,fear,1
12090,10,Prototype with opening mouth,neutral,fear,1
12091,11,Prototype with opening mouth,neutral,fear,1
12092,12,Prototype with opening mouth,neutral,fear,2
12093,13,Prototype with opening mouth,neutral,fear,2
12094,14,Prototype with opening mouth,neutral,fear,1
12095,15,Prototype with opening mouth,neutral,fear,1
12096,16,Prototype with opening mouth,neutral,fear,1
12097,17,Prototype with opening mouth,neutral,fear,1
12098,18,Prototype with opening mouth,neutral,fear,2
12099,19,Prototype with opening mouth,neutral,fear,1
12100,20,Prototype with opening mouth,neutral,fear,1
12101,21,Prototype with opening mouth,neutral,fear,1
12102,22,Prototype with opening mouth,neutral,fear,1
12103,23,Prototype with opening mouth,neutral,fear,1
12104,24,Prototype with opening mouth,neutral,fear,1
12105,25,Prototype with opening mouth,neutral,fear,1
12106,26,Prototype with opening mouth,neutral,fear,1
12107,27,Prototype with opening mouth,neutral,fear,1
12108,28,Prototype with opening mouth,neutral,fear,1
12109,29,Prototype with opening mouth,neutral,fear,1
12110,30,Prototype with opening mouth,neutral,fear,3
12111,31,Prototype with opening mouth,neutral,fear,3
12112,32,Prototype with opening mouth,neutral,fear,4
12113,33,Prototype with opening mouth,neutral,fear,3
12114,34,Prototype with opening mouth,neutral,fear,2
12115,35,Prototype with opening mouth,neutral,fear,1
12116,36,Prototype with opening mouth,neutral,fear,2
